2.719000 -84.396321
2.734000 -84.425527
2.749000 -84.450966
2.764000 -84.472942
2.779000 -84.491704
2.794000 -84.507150
2.809000 -84.519533
2.824000 -84.529041
2.839000 -84.535668
2.854000 -84.539599
2.869000 -84.540627
2.884000 -84.539543
2.899000 -84.536093
2.914000 -84.530556
2.929000 -84.522663
2.944000 -84.512702
2.959000 -84.500808
2.974000 -84.486981
2.989000 -84.471422
3.004000 -84.454113
3.019000 -84.435133
